0.160222	10329
0.163426	2553.05
0.163426	2553.05
0.166695	765.682
0.1694	358.724
0.170028	312.301
0.18634	43.8576
0.204974	8.27109
0.225471	2.7374
0.248019	1.20626
0.27282	0.648955
0.300102	0.411481
0.330113	0.28987
0.363124	0.21798
0.399436	0.165712
0.43938	0.123296
0.483318	0.0915361
0.53165	0.0661865
0.584815	0.0468175
0.643296	0.033875
0.707626	0.0247281
0.778388	0.0172011
0.856227	0.0125105
0.94185	0.00950135
1.03603	0.00720338
1.13964	0.00570352
1.2536	0.00458772
1.37896	0.00359982
1.51686	0.00277873
1.66854	0.00186206
1.8354	0.00128523
2.01894	0.000864858
2.22083	0.000579214
2.44292	0.000396939
2.68721	0.000264796
2.95593	0.000176215
3.25152	0.00011929
3.57667	7.91728e-05
3.93434	6.41642e-05
4.32778	5.09966e-05
4.76055	3.93947e-05
5.23661	3.12133e-05
5.76027	2.52888e-05
6.3363	1.91899e-05
6.96993	1.2606e-05
7.66692	8.58672e-06
8.43361	6.04479e-06
9.27697	4.43665e-06
10.2047	3.49229e-06
11.2251	2.64569e-06
12.3476	2.19325e-06
13.5824	1.62512e-06
14.9407	1.40396e-06
16.4347	1.23864e-06
18.0782	1.11465e-06
19.886	1.02127e-06
21.8746	9.52373e-07
24.0621	9.03275e-07
26.4683	8.7091e-07
29.1151	8.53002e-07
32.0266	8.47252e-07
35.2293	8.53349e-07
38.7522	8.7027e-07
42.6274	8.97147e-07
46.8902	9.33862e-07
51.5792	9.8027e-07
56.7371	1.0364e-06
62.4108	1.10244e-06
68.6519	1.17878e-06
75.5171	1.26593e-06
83.0688	1.36454e-06
91.3757	1.47541e-06
100.513	1.59946e-06
